FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,EstimatedHomeGoals,EstimatedAwayGoals,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
2,0.27450980392156865,0.10476190476190476,0.07058823529411765,0.12195121951219512,2.5833333333333335,1.25,W,D,W,W,W,W,W,L,D,W,3.4164783200434865,0.7460510832867987,1,0,0,0,0,0,0,0,1.8333333333333333,0.08333333333333333,1.3333333333333333,0.25,-3.0
2,0.11764705882352941,0.10476190476190476,0.09411764705882353,0.15853658536585366,1.5833333333333333,0.8333333333333334,W,W,W,L,W,W,L,D,D,L,1.2653623407568468,0.9947347777157316,0,0,0,0,0,0,0,0,0.3333333333333333,-0.16666666666666666,0.75,0.5833333333333334,-9.0
1,0.13725490196078433,0.10476190476190476,0.10588235294117647,0.17073170731707318,1.6666666666666667,1.1666666666666667,W,L,W,W,L,L,W,L,W,W,1.366591328017395,0.5968408666294391,0,0,0,0,0,0,0,0,0.4166666666666667,-0.25,0.5,0.0,1.0
0,0.10784313725490197,0.09523809523809523,0.2823529411764706,0.25609756097560976,0.38461538461538464,0.6923076923076923,L,L,L,L,D,L,L,L,W,L,0.7770214178980576,1.6590935478213185,0,0,0,0,0,0,0,0,-1.0,-0.8461538461538461,-0.3076923076923077,-0.15384615384615385,12.0
2,0.08823529411764706,0.0380952380952381,0.25882352941176473,0.1951219512195122,0.6153846153846154,0.7692307692307693,L,L,L,W,L,L,W,W,D,L,0.23310642536941725,0.4147733869553296,0,0,0,0,0,0,0,0,-1.0,-0.9230769230769231,-0.15384615384615385,-0.3076923076923077,1.0
0,0.14705882352941177,0.18095238095238095,0.09411764705882353,0.12195121951219512,1.9230769230769231,1.7692307692307692,L,W,W,W,W,W,W,D,W,L,0.8741490951353147,0.282800036560452,1,0,0,0,0,0,0,0,0.5384615384615384,0.6923076923076923,0.15384615384615385,0.15384615384615385,17.0
2,0.14705882352941177,0.11428571428571428,0.18823529411764706,0.1951219512195122,1.1538461538461537,0.9230769230769231,L,W,L,D,W,W,L,W,D,L,0.8158724887929603,0.9049601169934464,0,0,0,0,0,0,0,0,-0.07692307692307693,-0.3076923076923077,0.23076923076923078,0.0,2.0
1,0.12745098039215685,0.1523809523809524,0.09411764705882353,0.13414634146341464,1.5384615384615385,1.4615384615384615,L,D,D,W,W,D,W,L,W,L,0.7770214178980576,0.565600073120904,0,0,0,0,0,0,0,0,0.38461538461538464,0.38461538461538464,0.07692307692307693,0.07692307692307693,-3.0
2,0.18627450980392157,0.14285714285714285,0.11764705882352941,0.18292682926829268,1.7692307692307692,1.3076923076923077,W,W,D,W,L,W,L,W,L,W,1.4245392661464389,0.2513778102759573,0,0,0,0,0,0,0,0,0.6923076923076923,0.0,0.46153846153846156,0.07692307692307693,-14.0
2,0.09803921568627451,0.1619047619047619,0.24705882352941178,0.2073170731707317,0.6923076923076923,1.4615384615384615,L,L,L,W,L,L,L,L,W,D,1.3986385522165037,2.7148803509803394,0,0,0,0,0,0,0,0,-0.8461538461538461,0.0,-0.7692307692307693,-0.07692307692307693,-1.0
0,0.14705882352941177,0.12380952380952381,0.12941176470588237,0.0975609756097561,1.5384615384615385,1.6923076923076923,L,W,L,W,W,W,W,W,W,L,1.456915158558858,0.6284445256898932,0,0,0,0,0,0,0,0,0.3076923076923077,0.38461538461538464,-0.15384615384615385,-0.23076923076923078,12.0
0,0.10784313725490197,0.26666666666666666,0.17647058823529413,0.08536585365853659,0.7692307692307693,2.3846153846153846,L,W,L,D,D,L,W,D,W,W,1.0489789141623778,2.0361602632352542,0,0,0,0,0,0,0,0,-0.3076923076923077,1.6153846153846154,-1.6153846153846154,-0.38461538461538464,11.0
0,0.10784313725490197,0.06666666666666667,0.2823529411764706,0.2073170731707317,0.38461538461538464,0.46153846153846156,L,L,L,L,D,L,L,L,L,L,0.7770214178980576,1.6590935478213185,0,0,0,0,0,0,1,1,-1.0,-0.7692307692307693,-0.07692307692307693,0.07692307692307693,8.0
0,0.1568627450980392,0.13333333333333333,0.11764705882352941,0.10975609756097561,1.7857142857142858,1.5,L,L,W,W,W,D,L,D,D,W,1.5356457301013344,0.9746873975553787,1,0,0,0,0,0,0,0,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.21428571428571427,3.0
2,0.049019607843137254,0.11428571428571428,0.18823529411764706,0.15853658536585366,0.9285714285714286,1.2857142857142858,W,L,W,W,D,L,W,W,W,L,0.5528324628364805,0.8421299114878471,0,0,0,0,0,0,0,0,-0.7857142857142857,-0.07142857142857142,-0.35714285714285715,0.07142857142857142,12.0
2,0.13725490196078433,0.14285714285714285,0.2235294117647059,0.15853658536585366,0.8571428571428571,1.6428571428571428,L,W,L,W,D,L,W,W,W,L,1.9349136199276817,1.6842598229756942,0,0,0,0,0,0,0,0,-0.35714285714285715,0.14285714285714285,-0.7857142857142857,-0.14285714285714285,1.0
1,0.17647058823529413,0.12380952380952381,0.21176470588235294,0.2682926829268293,1.2857142857142858,0.7857142857142857,W,L,W,L,D,W,L,L,L,W,0.38391143252533366,0.38987495902215147,0,0,0,0,0,0,0,0,0.0,-0.6428571428571429,0.5,0.07142857142857142,-7.0
0,0.16666666666666666,0.2,0.15294117647058825,0.15853658536585366,1.3571428571428572,1.9285714285714286,L,D,W,L,W,W,W,W,L,D,2.948439801794563,1.122839881983796,0,0,0,0,0,0,0,0,0.2857142857142857,0.5714285714285714,-0.5714285714285714,-0.21428571428571427,15.0
0,0.11764705882352941,0.14285714285714285,0.3176470588235294,0.0975609756097561,0.35714285714285715,1.7857142857142858,L,L,L,L,L,W,W,W,W,W,0.7678228650506673,2.0273497869151873,0,0,1,1,1,1,0,0,-1.0714285714285714,0.5,-1.4285714285714286,-1.0714285714285714,14.0
0,0.14705882352941177,0.047619047619047616,0.17647058823529413,0.1951219512195122,1.2857142857142858,0.9285714285714286,D,W,L,W,L,W,L,W,W,D,0.36855497522432035,0.1871399803306327,0,0,0,0,0,0,0,0,0.0,-0.7857142857142857,0.35714285714285715,-0.21428571428571427,-2.0
2,0.14705882352941177,0.20952380952380953,0.15294117647058825,0.12195121951219512,1.6428571428571428,1.8571428571428572,L,W,W,W,L,W,W,W,D,W,1.105664925672961,0.12201526717557254,0,0,0,0,0,0,0,0,0.14285714285714285,0.8571428571428571,-0.21428571428571427,-0.2857142857142857,7.0
2,0.30392156862745096,0.17142857142857143,0.08235294117647059,0.21951219512195122,2.4285714285714284,1.2857142857142858,W,L,W,D,W,W,L,W,L,D,3.6855497522432037,0.9356999016531635,0,0,0,0,0,0,0,0,1.7142857142857142,0.0,1.1428571428571428,0.21428571428571427,-9.0
2,0.14705882352941177,0.1523809523809524,0.09411764705882353,0.12195121951219512,1.7857142857142858,1.7857142857142858,W,W,W,W,W,L,L,W,W,W,2.257399223248962,1.309979862314429,1,1,0,0,1,0,0,0,0.5,0.42857142857142855,0.0,0.42857142857142855,-14.0
2,0.23529411764705882,0.10476190476190476,0.15294117647058825,0.24390243902439024,2.0,0.6666666666666666,W,W,W,W,L,L,L,L,W,L,1.1840534109021736,1.1928171914313221,0,0,0,0,0,0,0,0,0.7333333333333333,-0.6,1.3333333333333333,0.6,-10.0
1,0.11764705882352941,0.13333333333333333,0.16470588235294117,0.2682926829268293,1.2,1.0,L,L,W,W,W,W,W,L,L,L,1.70503691169913,0.8588283778305519,1,0,0,0,0,0,1,0,-0.13333333333333333,-0.5333333333333333,0.2,0.2,-1.0
2,0.1568627450980392,0.11428571428571428,0.11764705882352941,0.34146341463414637,1.6,0.3333333333333333,W,D,L,D,D,L,L,L,L,L,1.5787378812028983,0.6361691687633718,0,0,0,0,0,0,1,1,0.4,-1.0666666666666667,1.2666666666666666,0.4,-3.0
1,0.14705882352941177,0.1523809523809524,0.2823529411764706,0.24390243902439024,0.8,1.0,D,W,L,L,L,W,L,W,L,W,1.212470692763826,1.221444804025674,0,0,1,0,0,0,0,0,-0.6,-0.26666666666666666,-0.2,-0.3333333333333333,9.0
0,0.18627450980392157,0.14285714285714285,0.27058823529411763,0.14634146341463414,1.2666666666666666,1.4,L,L,L,L,L,L,D,L,W,L,0.2525980609924637,0.6361691687633717,0,0,1,1,0,0,0,0,-0.26666666666666666,0.2,-0.13333333333333333,-0.26666666666666666,-9.0
0,0.08823529411764706,0.18095238095238095,0.2235294117647059,0.17073170731707318,0.6,1.4666666666666666,L,W,L,L,L,W,L,D,W,L,0.6314951524811593,1.2723383375267436,0,0,1,0,0,0,0,0,-0.6666666666666666,0.3333333333333333,-0.8666666666666667,-0.26666666666666666,-8.0
2,0.08823529411764706,0.1523809523809524,0.2235294117647059,0.24390243902439024,0.6,1.0,L,W,L,L,L,W,L,W,L,W,0.5051961219849275,1.0178706700213949,0,0,1,0,0,0,0,0,-0.6666666666666666,-0.26666666666666666,-0.4,-0.4,1.0
2,0.14705882352941177,0.18095238095238095,0.21176470588235294,0.17073170731707318,1.2,1.4666666666666666,L,D,W,L,W,W,L,D,W,L,1.5155883659547824,1.1451045037740692,0,0,0,0,0,0,0,0,-0.2,0.3333333333333333,-0.26666666666666666,0.0,-3.0
1,0.16666666666666666,0.13333333333333333,0.15294117647058825,0.2682926829268293,1.7333333333333334,1.0,W,L,W,W,W,W,W,L,L,L,1.3640295293593039,0.11981337480559877,1,0,0,0,0,0,1,0,0.26666666666666666,-0.5333333333333333,0.7333333333333333,0.4,2.0
2,0.18627450980392157,0.11428571428571428,0.27058823529411763,0.34146341463414637,1.2666666666666666,0.3333333333333333,L,L,L,L,L,L,L,L,L,L,1.2629903049623188,3.1808458438168588,0,0,1,1,0,0,1,1,-0.26666666666666666,-1.0666666666666667,0.9333333333333333,0.0,-11.0
2,0.3333333333333333,0.1523809523809524,0.08235294117647059,0.17073170731707318,2.5,1.5625,W,W,W,L,W,L,L,L,L,W,3.4027990061666396,0.9264690399915776,0,0,0,0,0,0,0,0,1.6875,0.125,0.9375,0.5625,-16.0
2,0.19607843137254902,0.19047619047619047,0.09411764705882353,0.25609756097560976,1.9375,1.1875,W,W,W,W,W,L,D,W,L,W,1.51235511385184,0.6176460266610516,1,1,0,0,0,0,0,0,0.75,-0.0625,0.75,0.5,-7.0
2,0.12745098039215685,0.20952380952380953,0.17647058823529413,0.15853658536585366,1.1875,1.625,D,L,L,W,W,L,L,W,W,W,1.3611196024666559,0.6948517799936831,0,0,0,0,1,0,0,0,-0.125,0.5625,-0.4375,-0.125,4.0
2,0.14705882352941177,0.19047619047619047,0.2823529411764706,0.17073170731707318,0.8125,1.5,D,D,W,L,L,W,L,D,L,W,1.905567443453318,1.6676442719848397,0,0,0,0,0,0,0,0,-0.5625,0.375,-0.6875,-0.125,2.0
1,0.24509803921568626,0.0761904761904762,0.16470588235294117,0.2073170731707317,1.9375,1.0625,D,W,W,W,W,D,W,W,L,W,0.6805598012333279,0.34742588999684154,1,0,0,0,0,0,0,0,0.6875,-0.5625,0.875,0.1875,-14.0
2,0.18627450980392157,0.10476190476190476,0.1411764705882353,0.2804878048780488,1.6875,0.625,W,W,D,L,D,L,L,L,L,W,1.4518609092977666,0.741175231993262,0,0,0,0,0,0,0,0,0.4375,-0.75,1.0625,0.3125,2.0
0,0.0784313725490196,0.2,0.2,0.2073170731707317,1.0625,1.375,D,W,W,L,W,L,W,L,D,W,0.7939864347722161,0.5404402733284204,0,0,0,0,0,0,0,0,-0.5625,0.25,-0.3125,0.1875,-1.0
2,0.24509803921568626,0.1523809523809524,0.16470588235294117,0.17073170731707318,1.9375,1.5625,D,W,W,W,W,L,L,L,L,W,1.7013995030833198,0.8685647249921039,1,0,0,0,0,0,0,0,0.6875,0.125,0.375,0.625,-15.0
0,0.14705882352941177,0.23809523809523808,0.27058823529411763,0.17073170731707318,1.0,1.9375,D,W,W,L,L,D,W,W,W,W,1.3611196024666559,3.242641639970522,0,0,0,0,1,0,0,0,-0.5,0.6875,-0.9375,-0.375,3.0
0,0.0784313725490196,0.17142857142857143,0.2,0.17073170731707318,1.0625,1.6875,D,W,W,L,W,D,W,L,W,W,0.6805598012333279,0.4632345199957888,0,0,0,0,0,0,0,0,-0.5625,0.25,-0.625,0.0,9.0
2,0.1568627450980392,0.17142857142857143,0.24705882352941178,0.2682926829268293,0.9411764705882353,1.2352941176470589,L,D,W,L,W,W,L,L,D,W,1.4792041201808428,0.9351179287610162,0,0,0,0,0,0,0,0,-0.29411764705882354,-0.23529411764705882,-0.29411764705882354,0.0,-6.0
2,0.19607843137254902,0.10476190476190476,0.18823529411764706,0.2804878048780488,1.411764705882353,0.7058823529411765,L,W,L,D,L,L,W,L,W,L,0.3235759012895594,0.14026768931415243,0,0,0,0,0,0,0,0,0.23529411764705882,-0.7058823529411765,0.7058823529411765,-0.11764705882352941,6.0
2,0.11764705882352941,0.1619047619047619,0.3058823529411765,0.2926829268292683,0.5882352941176471,0.9411764705882353,L,L,L,L,L,W,D,D,W,L,0.11556282188912835,0.7013384465707622,0,0,1,1,0,0,0,0,-0.8235294117647058,-0.4117647058823529,-0.35294117647058826,-0.47058823529411764,-5.0
0,0.22549019607843138,0.13333333333333333,0.21176470588235294,0.18292682926829268,1.4705882352941178,1.2941176470588236,W,L,W,L,D,W,D,L,L,W,0.5547015450678161,0.42080306794245725,0,0,0,0,0,0,0,0,0.29411764705882354,-0.058823529411764705,0.17647058823529413,0.0,13.0
2,0.1568627450980392,0.2,0.21176470588235294,0.3170731707317073,1.4705882352941178,1.2941176470588236,L,L,L,L,L,L,W,L,L,L,1.6178795064477969,1.4026768931415248,0,0,1,1,0,0,1,0,-0.11764705882352941,-0.29411764705882354,0.17647058823529413,-0.17647058823529413,11.0
0,0.21568627450980393,0.3333333333333333,0.17647058823529413,0.08536585365853659,1.5294117647058822,2.5294117647058822,L,L,L,W,W,W,W,W,W,L,3.2357590128955938,0.40911409383294467,0,0,0,0,0,0,0,0,0.4117647058823529,1.6470588235294117,-1.0,-0.35294117647058826,-1.0
1,0.19607843137254902,0.20952380952380953,0.27058823529411763,0.15853658536585366,1.1176470588235294,1.7647058823529411,L,L,D,W,L,W,W,W,D,L,2.7735077253390807,2.244283029026439,0,0,0,0,0,0,0,0,-0.17647058823529413,0.5294117647058824,-0.6470588235294118,-0.35294117647058826,-4.0
2,0.1568627450980392,0.08571428571428572,0.2823529411764706,0.23170731707317074,1.0,1.0,D,D,W,W,L,L,D,W,W,L,0.3698010300452107,1.1221415145132194,0,0,0,0,0,0,0,0,-0.47058823529411764,-0.5882352941176471,0.0,0.058823529411764705,-11.0
0,0.20588235294117646,0.20952380952380953,0.3058823529411765,0.18292682926829268,1.2941176470588236,1.5294117647058822,L,W,L,L,L,L,L,L,W,W,1.0272250834589185,1.6884073713740573,0,0,1,0,0,0,0,0,-0.29411764705882354,0.4117647058823529,-0.23529411764705882,-0.17647058823529413,6.0
2,0.3431372549019608,0.1523809523809524,0.08235294117647059,0.25609756097560976,2.5294117647058822,0.9411764705882353,W,W,W,W,L,L,D,W,L,W,1.2943036051582375,0.28053537862830485,0,0,0,0,0,0,0,0,1.6470588235294117,-0.29411764705882354,1.588235294117647,0.29411764705882354,-7.0
2,0.24509803921568626,0.17142857142857143,0.10588235294117647,0.2073170731707317,2.0555555555555554,1.3888888888888888,W,W,W,W,W,W,W,D,L,L,2.495682372551507,0.8363048313712731,1,1,0,0,0,0,0,0,0.8888888888888888,0.05555555555555555,0.6666666666666666,0.4444444444444444,-1.0
2,0.30392156862745096,0.1619047619047619,0.16470588235294117,0.3048780487804878,2.0555555555555554,0.8888888888888888,W,W,D,W,W,L,W,D,D,W,0.8913151330541096,0.17920817815098708,0,0,0,0,0,0,0,0,0.9444444444444444,-0.4444444444444444,1.1666666666666667,0.2777777777777778,-15.0
0,0.22549019607843138,0.18095238095238095,0.3058823529411765,0.2926829268292683,1.1111111111111112,1.1666666666666667,D,L,L,D,W,L,W,L,L,D,1.3904516075644109,0.9677241620153303,0,0,0,0,0,0,0,0,-0.16666666666666666,-0.2777777777777778,-0.05555555555555555,0.05555555555555555,-4.0
1,0.12745098039215685,0.23809523809523808,0.3058823529411765,0.2682926829268293,0.7222222222222222,1.3888888888888888,W,L,L,L,L,L,W,L,W,L,0.5729882998204991,1.7280788607416613,0,0,1,0,0,0,0,0,-0.7222222222222222,0.16666666666666666,-0.6666666666666666,-0.16666666666666666,-5.0
1,0.13725490196078433,0.20952380952380953,0.4117647058823529,0.17073170731707318,0.2777777777777778,1.7222222222222223,L,L,L,L,L,D,W,D,W,L,0.9507361419243836,3.345219325485093,0,0,1,1,0,0,0,0,-1.1666666666666667,0.4444444444444444,-1.4444444444444444,-0.4444444444444444,10.0
2,0.24509803921568626,0.10476190476190476,0.18823529411764706,0.3048780487804878,1.7222222222222223,0.6666666666666666,D,W,W,W,D,L,L,W,L,W,0.7130521064432878,0.35841635630197416,0,0,0,0,0,0,0,0,0.5,-0.7777777777777778,1.0555555555555556,0.2777777777777778,5.0
2,0.18627450980392157,0.22857142857142856,0.21176470588235294,0.2073170731707317,1.5555555555555556,1.5,W,L,L,L,L,W,L,W,L,D,2.228287832635274,1.3440613361324032,0,0,1,0,0,0,0,0,0.05555555555555555,0.3888888888888889,0.05555555555555555,-0.2222222222222222,2.0
2,0.22549019607843138,0.12380952380952381,0.17647058823529413,0.3170731707317073,1.6111111111111112,0.7222222222222222,W,L,L,L,W,W,L,L,L,L,1.7113250554638906,0.6451494413435536,0,0,0,0,0,0,1,0,0.4444444444444444,-0.7222222222222222,0.8888888888888888,0.16666666666666666,-12.0
1,0.10784313725490197,0.29523809523809524,0.29411764705882354,0.17073170731707318,0.6666666666666666,2.0555555555555554,L,L,W,L,W,W,W,D,W,W,0.9804466463595206,1.9712899596608582,0,0,0,0,0,0,0,0,-0.7777777777777778,0.9444444444444444,-1.3888888888888888,-0.3888888888888889,7.0
0,0.08823529411764706,0.23809523809523808,0.27058823529411763,0.10975609756097561,0.9444444444444444,2.0555555555555554,L,L,D,W,W,W,W,W,W,W,0.8913151330541097,1.568071558821137,0,0,0,0,1,1,0,0,-0.7777777777777778,0.8888888888888888,-1.1111111111111112,-0.4444444444444444,13.0
1,0.19607843137254902,0.19047619047619047,0.29411764705882354,0.3170731707317073,1.0,1.0526315789473684,L,W,L,D,W,W,L,D,D,W,2.550767358137176,0.9721420991081772,0,0,0,0,0,0,0,0,-0.2631578947368421,-0.3157894736842105,-0.05263157894736842,-0.05263157894736842,3.0
0,0.2647058823529412,0.38095238095238093,0.24705882352941178,0.10975609756097561,1.4210526315789473,2.5789473684210527,L,W,L,W,L,W,W,W,W,W,2.049723769931659,0.925849618198264,0,0,0,0,1,1,0,0,0.3157894736842105,1.631578947368421,-1.1578947368421053,-0.47368421052631576,14.0
2,0.16666666666666666,0.2571428571428571,0.32941176470588235,0.1951219512195122,0.8421052631578947,1.7894736842105263,L,L,W,D,D,W,D,W,W,W,2.1863720212604365,1.1110195418379167,0,0,0,0,1,0,0,0,-0.5789473684210527,0.5789473684210527,-0.9473684210526315,-0.42105263157894735,3.0
0,0.2549019607843137,0.21904761904761905,0.27058823529411763,0.25609756097560976,1.368421052631579,1.631578947368421,D,L,W,L,W,W,W,L,L,L,1.093186010630218,1.2961894654775696,0,0,0,0,0,0,1,0,0.15789473684210525,0.10526315789473684,-0.2631578947368421,0.05263157894736842,0.0
1,0.19607843137254902,0.2571428571428571,0.3058823529411765,0.18292682926829268,1.0526315789473684,1.6842105263157894,W,L,D,D,W,W,W,L,L,L,0.9109883421918484,1.1110195418379167,0,0,0,0,0,0,1,0,-0.3157894736842105,0.631578947368421,-0.631578947368421,0.10526315789473684,5.0
2,0.22549019607843138,0.24761904761904763,0.3176470588235294,0.2804878048780488,1.3157894736842106,1.368421052631579,W,L,L,W,L,D,L,W,L,W,1.171270725675234,2.18235981432448,0,0,0,0,0,0,0,0,-0.21052631578947367,0.15789473684210525,-0.05263157894736842,-0.05263157894736842,-11.0
2,0.39215686274509803,0.12380952380952381,0.10588235294117647,0.32926829268292684,2.5789473684210527,0.6842105263157895,W,W,W,W,W,D,L,L,W,L,0.8745488085041745,0.2962718778234445,1,1,0,0,0,0,0,0,1.631578947368421,-0.7368421052631579,1.894736842105263,0.5789473684210527,-8.0
2,0.2549019607843137,0.1619047619047619,0.10588235294117647,0.34146341463414637,2.1052631578947367,0.8421052631578947,W,W,W,W,W,L,L,W,D,D,0.8745488085041745,0.03990411854434518,1,1,0,0,0,0,0,0,0.8947368421052632,-0.5789473684210527,1.263157894736842,0.5263157894736842,-14.0
2,0.3333333333333333,0.21904761904761905,0.16470588235294117,0.21951219512195122,2.1052631578947367,1.631578947368421,W,W,W,D,W,L,D,W,D,W,2.9607121121235074,0.4629248090991319,0,0,0,0,0,0,0,0,1.0526315789473684,0.2631578947368421,0.47368421052631576,0.2631578947368421,-5.0
1,0.22549019607843138,0.2571428571428571,0.32941176470588235,0.25609756097560976,1.0526315789473684,1.4210526315789473,L,D,L,L,D,L,W,L,W,L,3.9354696382687853,3.333058625513751,0,0,0,0,0,0,0,0,-0.2631578947368421,0.3157894736842105,-0.3684210526315789,-0.21052631578947367,-5.0
2,0.13725490196078433,0.21904761904761905,0.36470588235294116,0.34146341463414637,0.7,1.0,L,D,W,L,L,D,L,W,L,D,0.4330631849855692,0.9989596698247365,0,0,0,0,0,0,0,0,-0.85,-0.25,-0.3,-0.05,4.0
0,0.13725490196078433,0.09523809523809523,0.4235294117647059,0.36585365853658536,0.3,0.85,L,D,L,L,L,L,L,L,L,D,0.2887087899903795,1.4270852426067666,0,0,1,0,0,0,0,0,-1.1,-1.0,-0.55,0.0,1.0
2,0.2647058823529412,0.17142857142857143,0.21176470588235294,0.25609756097560976,1.7,1.25,L,W,D,W,W,L,L,W,W,D,2.5262019124158197,1.2486995872809203,0,0,0,0,0,0,0,0,0.45,-0.15,0.45,0.15,10.0
0,0.24509803921568626,0.22857142857142856,0.24705882352941178,0.2926829268292683,1.7,1.35,W,W,W,L,L,W,W,L,W,L,1.9848729311838584,1.4270852426067666,0,0,0,0,0,0,0,0,0.2,0.0,0.35,0.0,3.0
